frame_id,gesture,rep,activation_ratio,centroid_x,centroid_y,delta_ds_abs_p98,delta_ds_max,delta_ds_min,delta_l2,delta_q0_mean,delta_q1_mean,delta_q2_mean,delta_q3_mean,delta_rel_l2,elec_0_mean,elec_1_mean,elec_2_mean,elec_3_mean,elec_4_mean,elec_5_mean,elec_6_mean,elec_7_mean,global_kurtosis,global_mean,global_skew,global_std,q0_dorsal_absmax,q0_dorsal_active,q0_dorsal_mean,q1_radial_absmax,q1_radial_active,q1_radial_mean,q2_ventral_absmax,q2_ventral_active,q2_ventral_mean,q3_ulnar_absmax,q3_ulnar_active,q3_ulnar_mean,ring_inner_mean,ring_inner_std,ring_middle_mean,ring_middle_std,ring_outer_mean,ring_outer_std,summary_ds_abs_p98,summary_ds_max,summary_ds_min,summary_invalid_count,summary_rel_l2,summary_retry_count,summary_valid_count
10,scissors,0,3.563218391e-01,-5.349757938e-02,8.668921579e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1.193652097e-01,-3.567167954e-02,7.754198225e-03,1.069942929e-01,-1.163094607e-01,3.587623475e-02,1.362357771e-01,-8.753246894e-02,8.530189375e-01,2.145624060e-02,3.122079891e-01,2.505414756e-01,6.520564556e-01,4.461538462e-01,2.549931057e-02,6.827916503e-01,3.787878788e-01,4.329569525e-02,6.093572974e-01,2.343750000e-01,-7.495972437e-02,8.379199505e-01,3.636363636e-01,8.912924370e-02,2.168459380e-01,2.773106685e-01,2.525024188e-02,3.134815511e-01,-9.567424448e-03,1.746550401e-01,6.493680477e-01,8.379199505e-01,-6.386142969e-01,2.000000000e+01,1.738254577e-01,2.000000000e+01,2.000000000e+01
11,scissors,0,2.758620690e-01,-1.572901450e-01,2.964543461e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.184386785e+01,-3.234393050e-01,4.264536423e-02,-2.593594606e-01,1.237394021e-01,0.000000000e+00,-1.441866065e+00,3.001022758e-01,-3.780536645e-01,2.294052852e-01,-1.410967465e+00,1.895695661e+00,-1.414976342e+00,1.630926306e+00,2.393084729e+00,-8.061719129e-02,2.970816891e-01,3.910514158e+00,7.490425110e+00,1.846153846e-01,-2.979399944e-01,7.692437649e+00,2.424242424e-01,8.594105948e-02,7.583693504e+00,1.562500000e-01,-3.343191850e-01,1.386894417e+01,5.151515152e-01,2.128686458e-01,-1.346901762e+00,6.233490373e+00,1.495647407e+00,4.365317568e+00,-9.467937566e-01,2.589575911e+00,1.207284355e+01,1.386894417e+01,-1.383564186e+01,1.900000000e+01,3.294326365e-01,2.000000000e+01,2.100000000e+01
12,scissors,0,2.758620690e-01,-1.620152261e-01,-7.958921829e-04,0.000000000e+00,0.000000000e+00,0.000000000e+00,5.196592780e+00,1.102438236e-03,-1.920949338e-02,1.107613964e-02,-5.056052597e-02,0.000000000e+00,-1.356408062e+00,2.050689779e-01,-3.026687796e-01,1.539592246e-01,-1.290974766e+00,1.703505096e+00,-1.331902242e+00,1.509450232e+00,2.367625035e+00,-9.526964285e-02,2.900711096e-01,3.630590336e+00,7.183188915e+00,1.692307692e-01,-2.968375562e-01,7.737589836e+00,2.575757576e-01,6.673156610e-02,7.040208340e+00,1.562500000e-01,-3.232430454e-01,1.279794216e+01,5.151515152e-01,1.623081198e-01,-1.558491291e+00,5.816091083e+00,1.476737568e+00,4.008677671e+00,-9.298879596e-01,2.364005027e+00,1.119468403e+01,1.279491329e+01,-1.279794216e+01,2.000000000e+01,2.950335443e-01,2.100000000e+01,2.000000000e+01
13,scissors,0,2.490421456e-01,7.644101812e-04,1.670780216e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.598111685e+01,6.429188217e-01,-5.906296862e-01,5.349945680e-01,-6.158371687e-01,0.000000000e+00,-1.206616365e+00,1.758412215e+00,-1.378959853e+00,3.837694425e-02,-4.152209217e-01,-1.070204074e-01,-1.247860006e+00,1.759959759e+00,2.594529505e+00,-1.090529251e-01,2.696818001e-01,4.426559129e+00,1.532945442e+01,5.076923077e-01,3.460812655e-01,8.686697960e+00,1.666666667e-01,-5.238981201e-01,6.364217758e+00,1.875000000e-01,2.117515226e-01,8.764970779e+00,1.363636364e-01,-4.535290489e-01,-3.003797287e+00,6.101571828e+00,1.890484492e+00,4.976757045e+00,-1.019927651e+00,2.975974564e+00,1.398999596e+01,1.532945442e+01,-1.518097115e+01,1.800000000e+01,3.569537699e-01,1.900000000e+01,2.200000000e+01
14,scissors,0,2.567049808e-01,1.638377393e-03,1.760724892e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,4.126167726e+00,-4.693135247e-02,5.113864388e-03,-3.273099843e-02,-8.024140021e-03,0.000000000e+00,-1.275669562e+00,1.794305818e+00,-1.339297908e+00,-7.093746847e-02,-4.126528266e-01,-1.339565987e-01,-1.249153022e+00,1.730132586e+00,2.650382648e+00,-1.295027335e-01,2.715472385e-01,4.441120265e+00,1.527598476e+01,5.230769231e-01,2.991499131e-01,9.267164230e+00,1.818181818e-01,-5.187842557e-01,6.641555309e+00,1.875000000e-01,1.790205242e-01,9.332697868e+00,1.363636364e-01,-4.615531889e-01,-3.220275227e+00,6.140910053e+00,1.953434199e+00,4.948944118e+00,-1.067389700e+00,2.959093746e+00,1.403776836e+01,1.503895855e+01,-1.527598476e+01,1.900000000e+01,3.477677703e-01,1.900000000e+01,2.100000000e+01
15,scissors,0,2.567049808e-01,-1.421645641e-03,1.759093267e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,3.104163210e+00,-2.228801210e-02,3.771733023e-02,-2.068776119e-02,4.473354488e-02,0.000000000e+00,-1.237483934e+00,1.676069443e+00,-1.268340866e+00,-2.404250718e-02,-3.986747608e-01,-1.786287351e-01,-1.165595324e+00,1.719981705e+00,2.633378709e+00,-1.192766023e-01,2.848520826e-01,4.301558519e+00,1.471944809e+01,5.230769231e-01,2.768619010e-01,9.051396370e+00,1.666666667e-01,-4.810669255e-01,6.473064899e+00,1.875000000e-01,1.583327630e-01,9.124398232e+00,1.515151515e-01,-4.168196440e-01,-3.122102118e+00,5.927050049e+00,1.952544638e+00,4.772326568e+00,-1.062578708e+00,2.857356714e+00,1.358987236e+01,1.469406128e+01,-1.471944809e+01,2.000000000e+01,3.462026417e-01,2.000000000e+01,2.000000000e+01
16,scissors,0,2.605363985e-01,8.017455420e-03,1.712186938e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,7.133156584e+00,5.452168217e-02,2.363931824e-02,7.795140946e-02,-6.419162698e-03,0.000000000e+00,-1.219192156e+00,1.800339118e+00,-1.310298855e+00,3.185629529e-02,-3.737420080e-01,-5.222681831e-02,-1.291493677e+00,1.832590396e+00,2.567671792e+00,-8.222936162e-02,2.288101333e-01,4.184031060e+00,1.469670105e+01,5.076923077e-01,3.313835831e-01,7.809666157e+00,1.818181818e-01,-4.574276073e-01,5.654609680e+00,1.718750000e-01,2.362841725e-01,7.947151184e+00,1.818181818e-01,-4.232388067e-01,-2.650474907e+00,5.690746714e+00,1.746195173e+00,4.740229604e+00,-9.266432426e-01,2.850182066e+00,1.304613972e+01,1.394228268e+01,-1.469670105e+01,2.000000000e+01,3.298660219e-01,2.200000000e+01,2.000000000e+01
17,scissors,0,2.796934866e-01,-1.485673344e-01,-4.973923947e-03,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.695413253e+01,-6.513235358e-01,5.606773773e-01,-6.055321582e-01,6.229636991e-01,0.000000000e+00,-1.460048455e+00,3.178093333e-01,-3.544977104e-01,2.206337782e-01,-1.432610634e+00,1.838416880e+00,-1.414421123e+00,1.592905949e+00,2.204964382e+00,-9.360781722e-02,2.589547238e-01,3.906972012e+00,7.524034500e+00,1.692307692e-01,-3.199399527e-01,8.140412331e+00,2.575757576e-01,1.032497700e-01,7.866062641e+00,1.718750000e-01,-3.692479857e-01,1.367913818e+01,5.151515152e-01,1.997248923e-01,-1.620197252e+00,6.169048624e+00,1.596800181e+00,4.328322679e+00,-9.979188565e-01,2.562141080e+00,1.198829746e+01,1.341558075e+01,-1.367913818e+01,1.800000000e+01,3.159381151e-01,2.000000000e+01,2.200000000e+01
18,scissors,0,3.524904215e-01,-8.950123686e-02,1.101211531e-01,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.818441412e+01,2.538956497e-01,-4.688818048e-01,2.004698536e-01,-4.368372005e-01,0.000000000e+00,-2.809630007e+00,2.134362904e+00,-1.667424446e+00,1.827223084e-01,-1.836627347e+00,1.782887566e+00,-2.706553437e+00,3.376964666e+00,8.900244799e-01,-2.102521333e-01,-1.653603916e-02,5.540991955e+00,1.596139526e+01,4.923076923e-01,-6.604430297e-02,1.663241196e+01,2.272727273e-01,-3.656320348e-01,1.338682365e+01,2.656250000e-01,-1.687781322e-01,1.545332050e+01,4.242424242e-01,-2.371123082e-01,-4.571964037e+00,7.500887174e+00,3.395120677e+00,5.479134701e+00,-1.977751021e+00,3.586804346e+00,1.411265755e+01,1.596139526e+01,-1.663241196e+01,1.800000000e+01,4.643958509e-01,2.100000000e+01,2.200000000e+01
19,scissors,0,3.256704981e-01,6.396883033e-02,-3.969680480e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,8.922524505e+01,1.052663277e-01,3.709232350e-01,1.378334950e-01,2.691258831e-01,0.000000000e+00,7.694292660e-02,9.037827241e-02,-9.161406296e-02,1.328195338e-01,-8.691921644e-02,5.651674318e-03,8.548111170e-02,-1.244386100e-01,1.082164085e+00,1.161337159e-02,-1.680196217e-01,2.462869483e-01,4.046696424e-01,1.230769231e-01,3.922202470e-02,8.572347164e-01,4.545454545e-01,5.291200264e-03,6.484485865e-01,3.593750000e-01,-3.094463715e-02,4.727914929e-01,3.636363636e-01,3.201357487e-02,1.345543373e-01,2.996445645e-01,7.117350182e-02,2.932118324e-01,-4.602227272e-02,1.778789280e-01,6.475135684e-01,7.326171994e-01,-8.572347164e-01,1.900000000e+01,1.718563139e-01,1.900000000e+01,2.100000000e+01
